id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_03326,es,high,"La pobreza no quita virtud, ni la riqueza la pone","Poverty does not destroy virtue, nor does wealth bestow it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03327,es,high,"La primera muger escoba, y la segunda señora","The first wife is a broom, and the second a lady.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03328,es,high,La quinta rueda al carro no hace sino embaraçar,A fifth wheel to a cart is but an encumbrance.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03329,es,high,La sangre sin fuego hierve,Blood boils without fire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03330,es,high,"Las llaves en la cinta, y el perro en la cocina","The keys at the girdle, the dog in the larder.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03331,es,high,Las malas nuevas siempre son ciertas,Bad news is always true.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03332,es,high,Las manos blancas no ofenden,White hands are no offence.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03333,es,high,"Las sopas y los amores, los primieros son mejores",Of soups and loves the first are the best.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03334,es,high,"Las tripas esten llenas, que ellas llevan á las piernas","Let the guts be full, for it is they that carry the legs.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03335,es,high,"La suegra ha de ser rogada, y olla reposada","The mother-in-law must be entreated, and the pot must be let stand.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03336,es,high,"La telaraña suelta al rato, y la mosca apana",The spider’s web lets the rat escape and catches the fly.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03337,es,high,"La tierra que el hombre sabe, esa es su madre",The land a man knows is his mother.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03338,es,high,"La traicion aplace, mas no el que la hace","The act of treachery is liked, but not he that does it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03339,es,high,"La una mano á la otra lava, y las dos á la cara","One hand washes the other, and both the face.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03340,es,high,La vaca harta de la cola haz brigata,The full-fed cow makes company of her tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03341,es,high,Lavar la cabeça del asno perdimiento de javon,It is a loss of soap to wash the ass’s head.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03342,es,high,"La verdad, como el olio, siempre anda en somo","Truth, like oil, always comes to the surface.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03343,es,high,"La vida y el alma, mas no el alvarda","My life and soul (are at your service), but not my pack-saddle.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03344,es,high,"Lleva tu la arteza, marido, que yo llevaré el cedaço, que pesa como el diablo","Do you carry the trough, husband, and I will carry the sieve, which is as heavy as the devil.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03345,es,high,Lo ageno siempre pia por su dueño,What is another’s always pines for its master.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03346,es,high,Lo barato es caro,Bargains are dear.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03347,es,high,"Lo mio mio, lo de Juan mi hermano, suyo y mio",What is mine is my own; my brother Juan’s is his and mine.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03348,es,high,"Lo peor del pleito es, que de uno nacen ciento",The worst of a lawsuit is that out of one there grow a hundred.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03349,es,high,Lo perdido vaya por amor de Dios,Let what is lost go for God’s sake.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03350,es,high,Lo que come mi vicino no aproveche a mi tripa,What my neighbour eats does my stomach no good.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03351,es,high,"Lo que con los ojos veo, con el dedo lo adevino",What I see with my eyes I can guess with my fingers.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03352,es,high,"Lo que hace el loco á la derreria, hace el sabio á la primeria",What the fool does at last the wise man does at first.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03353,es,high,"Lo que hecho es, hecho ha de ser por esta vez","What is done, is done for this time.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03354,es,high,"Lo que la fuerça no puede, ingenio lo vince",What force cannot do ingenuity may.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03355,es,high,"Lo que la loba hace, al lobo aplace",What the she-wolf does pleases the he-wolf.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03356,es,high,"Lo que la muger quiere, Dios lo quiere","What a woman wills, God wills.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03357,es,high,"Lo que mucho se desea, no se cree aunque se vea",What is much desired is not believed when it comes.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03358,es,high,"Lo que mucho vale, de so tierra sale",What much is worth comes from the earth.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03359,es,high,"Lo que no acerta en un ano, acerta en un rato",What does not happen in a year may happen in a moment.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03360,es,high,"Lo que no lleva Christo, lleva el fisco",What Christ does not take the exchequer takes.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03361,es,high,"Lo que no quieres para ti, no lo quieras para mi",What you dislike for yourself do not like for me.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03362,es,high,"Lo que saben tres, sabe toda res","What three know, everybody knows.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03363,es,high,"Lo que se usa, no se escusa","What is in use, wants no excuse.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03364,es,high,"Lo que te dijeren al oido, no lo digas a tu marido",What is whispered in your ear tell not to your husband.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03365,es,high,Los amenazados comen pan,Threatened men eat bread.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03366,es,high,"Los dichos en nos, los hechos en Dios","Man proposes, God disposes.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03367,es,high,Los niños y los locos dicen la verdad,Children and fools speak the truth.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03368,es,high,Los pies del hortolano no echan á perder la huerta,The gardener’s feet do no harm to the garden.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03369,es,high,"Los que cabras no tienen, y cabritos venden, de donde les vienen?","They who don’t keep goats and yet sell kids, where do they get them?",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03370,es,high,"Los yerros del medico, la tierra los cubre","The earth hides as it takes, the physician’s mistakes.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03371,es,high,"Madre, casar, casar, que carrafico me quiere llevar","Mother, marry me, marry me, or the gull will fly away with me.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03372,es,high,"Madre, que cosa es casar? Hija, hilar, parir, y llorar","Mother, what is marrying? Spinning, bearing children, and crying, daughter.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03373,es,high,"Madruga y verás, trabaja y habrás","Rise early and watch, labour and catch.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03374,es,high,"Maja los ajos, Pedro, mientra yo rallo el queso","Pound the garlic, Pedro, whilst I grate the cheese.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03375,es,high,"Mal me quieren mis comadres, porque les digo las verdades",My gossips don’t like me because I tell them truths.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03376,es,high,Mal se cubre la cabra con el rabo,The goat can’t well cover herself with her tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03377,es,high,"Mal sobre mal, y piedra por cabezal","Ill-luck upon ill-luck, and a stone for a pillow.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03378,es,high,Mañana sera otro dia,To-morrow will be another day.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03379,es,high,"Manda y descuida, no se hará cosa ninguna","Give orders and do no more, and nothing will come of it.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03380,es,high,"Manda y hazlo, y quitarte has de cuidado","Order and do it, and you will be rid of anxiety.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03381,es,high,Manos duchas comen truchas,Skilled hands eat trouts.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03382,es,high,"Marihuela, fuiste a la boda? No, madre, mas galana estava la novia","Were you at the wedding, Molly? No, mother, but the bride was very fine.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03383,es,high,"Marido, no veas: muger, ciega seas","Husband, don’t see; wife, be blind.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03384,es,high,Mas ablanda el dinero que palabras de caballero,Money soothes more than a gentleman’s words.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03385,es,high,Mas apaga buena palabra que caldera de agua,A good word extinguishes more than a pailful of water.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03386,es,high,Mas cerca está la camisa que el sayo,The shirt is nearer than the frock.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03387,es,high,Mas cerca están mis dientes que mis parientes,My teeth are nearer than my kindred.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03388,es,high,Mas descubre un hambriento que cien letrados,A hungry man discovers more than a hundred lawyers.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03389,es,high,Mas hace quien quiere que quien puede,"He who strives to do, does more than he who has the power.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03390,es,high,Mas son los amenazados que los heridos,There are more threatened than hurt.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03391,es,high,Mas tira moça que soga,A girl draws more than a rope.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03392,es,high,Mas vale cabeza de raton que cola de leon,Better be the head of a rat than the tail of a lion.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03393,es,high,Mas vale con mal asno contender que la leña acuestas traer,It is better to strive with a stubborn ass than to carry the wood on one’s back.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03394,es,high,Mas vale el mal conocido que el bien por venir,Better suffer a known evil than change for uncertain good.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03395,es,high,Mas vale humo de mi casa que fuego de la agena,Better is the smoke of my own house than the fire of another’s.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03396,es,high,Mas vale mala avenencia que buena sentencia,A bad compromise is better than a successful suit.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03397,es,high,Mas vale pajaro en mano que buitre volando,A sparrow in the hand is better than a bustard on the wing.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03398,es,high,Mas vale puñado de natural que almozada de ciencia,A handful of motherwit is worth a bushel of learning.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03399,es,high,"Mas vale que digan, Aqui huyó, que Aqui murió","Better they should say, “There he ran away,” than “There he died.”",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03400,es,high,"Mas vale que sobre, que no que falte",Better there should be too much than too little.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03401,es,high,Mas vale regla que renta,Better is rule than rent.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03402,es,high,Mas vale rodear que no ahogar,Better go about than be drowned.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03403,es,high,Mas vale ruin asno que ser asno,Better have a bad ass than to be your own ass.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03404,es,high,Mas vale salto de mata que ruego de hombres buenos,It is better to leap over the ditch than trust to the pleadings of good men.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
